,SALE TYPE,PROPERTY TYPE,CITY,STATE,ZIP,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,PRICE PER SQFT,HOA PER MONTH,STATUS,SOURCE,MLS,LATITUDE,LONGITUDE
976,MLS Listing,Single Family Residential,Albany,OR,97231.0,359000.0,4.0,3.0,Albany,1850.0,10454.0,2018.0,125.0,194.0,0.0,Active,WVMLS,733627,45.66788863792696,-122.82557046207305
977,MLS Listing,Single Family Residential,Portland,OR,97211.0,359000.0,2.0,1.0,Portland Northeast,2388.0,14374.0,1943.0,16.0,150.0,0.0,Active,RMLS,18478339,45.61454594511488,-122.6435745548851
978,MLS Listing,Single Family Residential,Portland,OR,97217.0,359000.0,2.0,2.0,Kenton,1313.0,2178.0,2002.0,1.0,273.0,0.0,Active,RMLS,18241941,45.60792981209068,-122.6775585879093
979,MLS Listing,Single Family Residential,Portland,OR,97233.0,359000.0,3.0,2.0,Portland Southeast,2100.0,6969.0,1962.0,91.0,171.0,0.0,Active,RMLS,18305771,45.51891841485998,-122.52861498514002
980,MLS Listing,Single Family Residential,Portland,OR,97225.0,359000.0,3.0,2.0,CEDAR HILLS,1608.0,6534.0,1964.0,9.0,223.0,0.0,Active,RMLS,18386746,45.50483500826216,-122.78788439173783
981,MLS Listing,Single Family Residential,Portland,OR,97220.0,359000.0,2.0,1.0,ROCKY BUTTE/MADISON SOUTH,1054.0,6098.0,1951.0,3.0,341.0,0.0,Active,RMLS,18373049,45.5615122995258,-122.5599115004742
982,MLS Listing,Single Family Residential,Portland,OR,97220.0,359000.0,3.0,2.0,Portland Northeast,1019.0,5227.0,1953.0,48.0,352.0,0.0,Active,RMLS,18290720,45.52792241904872,-122.58878388095128
983,MLS Listing,Single Family Residential,Portland,OR,97230.0,359000.0,3.0,2.0,Portland Northeast,1596.0,13503.0,1959.0,71.0,225.0,0.0,Active,RMLS,18097440,45.561648769437646,-122.48973783056236
984,MLS Listing,Condo/Co-op,Portland,OR,97239.0,359000.0,1.0,1.0,SOUTH WATERFRONT/JOHN ROSS,781.0,6969.0,2006.0,246.0,460.0,387.0,Active,RMLS,18228191,45.50611112631313,-122.66114297368686
985,MLS Listing,Single Family Residential,Portland,OR,97225.0,359000.0,3.0,1.5,Cedar Hills,1263.0,6098.0,1948.0,3.0,284.0,11.0,Active,RMLS,18131820,45.53147122989474,-122.78380337010528
986,MLS Listing,Condo/Co-op,Portland,OR,97201.0,359500.0,2.0,2.0,MADISON TOWER,1254.0,6969.0,1980.0,23.0,287.0,538.0,Active,RMLS,18018431,45.51124131959772,-122.6749363804023
987,MLS Listing,Townhouse,Portland,OR,97229.0,359500.0,4.0,3.0,NW Washington Co or Sauvie Island,1859.0,871.0,2000.0,2.0,193.0,217.0,Active,RMLS,18077305,45.569506476191535,-122.83783952380848
988,MLS Listing,Single Family Residential,Milwaukie,OR,97222.0,359800.0,3.0,2.0,"Milwaukie, Gladstone, Happy Valley, Clckmas, Dmscus, Estacada",1101.0,8712.0,1978.0,40.0,327.0,0.0,Active,RMLS,18578897,45.458974845278455,-122.58751775472156
989,MLS Listing,Townhouse,Portland,OR,97229.0,359900.0,3.0,2.5,"Beaverton, Aloha",1456.0,3049.0,2000.0,8.0,247.0,0.0,Active,RMLS,18121837,45.56340854948832,-122.80653445051168
990,MLS Listing,Single Family Residential,Portland,OR,97216.0,359900.0,3.0,2.0,Portland Southeast,1376.0,10454.0,1956.0,22.0,262.0,0.0,Active,RMLS,18230325,45.536634607070965,-122.53184109292904
991,MLS Listing,Single Family Residential,Portland,OR,97230.0,359900.0,3.0,2.5,ARGAY TERRACE,2162.0,7840.0,1973.0,6.0,166.0,0.0,Active,RMLS,18432708,45.55768468902091,-122.52589731097908
992,MLS Listing,Single Family Residential,Portland,OR,97217.0,359900.0,3.0,1.5,KENTON,1250.0,4791.0,2002.0,27.0,288.0,0.0,Active,RMLS,18607761,45.590778912181776,-122.67667618781825
993,MLS Listing,Single Family Residential,Portland,OR,97203.0,359900.0,2.0,2.0,Portland North,1520.0,2613.0,1910.0,3.0,237.0,0.0,Active,RMLS,18228544,45.57762267130691,-122.71745922869307
994,MLS Listing,Single Family Residential,Milwaukie,OR,97267.0,359900.0,2.0,1.5,"Milwaukie, Gladstone, Happy Valley, Clckmas, Dmscus, Estacada",1816.0,12196.0,1936.0,5.0,198.0,0.0,Active,RMLS,18561499,45.407229173149126,-122.59759422685087
995,MLS Listing,Condo/Co-op,Portland,OR,97212.0,359900.0,2.0,2.5,ELIOT/IRVINGTON/WILLIAMS,902.0,6969.0,2018.0,25.0,399.0,250.0,Active,RMLS,18568370,45.55959513591469,-122.64883056408532
996,MLS Listing,Condo/Co-op,Portland,OR,97239.0,359900.0,2.0,2.0,"Portland West, Raleigh Hills",1170.0,6969.0,1981.0,40.0,308.0,422.0,Active,RMLS,18643010,45.49049138038469,-122.66526231961532
997,MLS Listing,Single Family Residential,Portland,OR,97236.0,359900.0,3.0,2.5,Portland Southeast,1728.0,11761.0,1997.0,14.0,208.0,0.0,Active,RMLS,18139260,45.46370191757704,-122.51107618242294
998,MLS Listing,Single Family Residential,Portland,OR,97216.0,359900.0,4.0,2.0,Portland Southeast,1985.0,5662.0,1953.0,56.0,181.0,0.0,Active,RMLS,18103739,45.52494264847719,-122.55625055152284
999,MLS Listing,Single Family Residential,Portland,OR,97216.0,359900.0,3.0,2.5,Portland Southeast,1522.0,6969.0,2018.0,2.0,236.0,0.0,Active,RMLS,18521397,45.49773455467295,-122.55199164532706
1000,MLS Listing,Single Family Residential,Portland,OR,97216.0,359900.0,3.0,2.5,Portland Southeast,1522.0,6969.0,2018.0,2.0,236.0,0.0,Active,RMLS,18402129,45.53191867257636,-122.51756762742365
1001,MLS Listing,Single Family Residential,Portland,OR,97230.0,359900.0,3.0,2.5,"Gresham, Sandy, Troutdale, Corbett",1867.0,7405.0,1979.0,55.0,193.0,0.0,Active,RMLS,18472020,45.512420050050046,-122.47737054994997
1002,MLS Listing,Single Family Residential,Portland,OR,97206.0,359900.0,3.0,1.0,BRENTWOOD / DARLINGTON,1392.0,6534.0,1961.0,14.0,259.0,0.0,Active,RMLS,18370458,45.481111509817545,-122.57488039018249
1003,MLS Listing,Single Family Residential,Portland,OR,97206.0,359900.0,2.0,1.0,CRESTON-KENILWORTH,988.0,4791.0,1950.0,1.0,364.0,0.0,Active,RMLS,18550616,45.514545485222754,-122.59033451477724
1004,MLS Listing,Single Family Residential,Portland,OR,97230.0,359900.0,3.0,2.0,Portland Northeast,2108.0,17859.0,1966.0,40.0,171.0,0.0,Active,RMLS,18325277,45.52444755601431,-122.50294964398569
1005,MLS Listing,Townhouse,Portland,OR,97229.0,359995.0,3.0,3.0,SPRINGVILLE COMMONS,1828.0,871.0,2000.0,69.0,197.0,219.0,Active,RMLS,18533595,45.55586247495878,-122.85170352504124
1006,MLS Listing,Condo/Co-op,Portland,OR,97201.0,360000.0,2.0,2.5,SOUTHWEST HILLS,1174.0,6969.0,1995.0,77.0,307.0,399.0,Active,RMLS,18178063,45.53014033736012,-122.68158756263988
1007,MLS Listing,Condo/Co-op,Portland,OR,97205.0,360000.0,2.0,2.0,"Portland West, Raleigh Hills",967.0,6969.0,1972.0,71.0,372.0,451.0,Active,RMLS,18392596,45.511195038858176,-122.70367916114182
1008,MLS Listing,Single Family Residential,Portland,OR,97206.0,360000.0,3.0,2.0,Brentwood,1954.0,6098.0,1910.0,7.0,184.0,0.0,Active,RMLS,18185803,45.48874351530216,-122.57610928469782
1009,MLS Listing,Single Family Residential,Milwaukie,OR,97267.0,360000.0,3.0,2.0,"Milwaukie, Gladstone, Happy Valley, Clckmas, Dmscus, Estacada",1550.0,9147.0,1968.0,28.0,232.0,0.0,Active,RMLS,18407920,45.41794130482993,-122.62214459517006
1010,MLS Listing,Single Family Residential,Portland,OR,97206.0,360500.0,4.0,2.0,Portland Southeast,1344.0,6534.0,1971.0,1.0,268.0,0.0,Active,RMLS,18174009,45.48793997474587,-122.60604442525413
1011,MLS Listing,Single Family Residential,Portland,OR,97236.0,362000.0,4.0,2.0,Portland Southeast,1850.0,7405.0,1962.0,78.0,196.0,0.0,Active,RMLS,18551612,45.52336502310284,-122.47516907689716
1012,MLS Listing,Single Family Residential,Portland,OR,97216.0,364900.0,3.0,2.0,Portland Southeast,1536.0,6098.0,1953.0,65.0,238.0,0.0,Active,RMLS,18278854,45.50030386409961,-122.5796877359004
1013,MLS Listing,Single Family Residential,Portland,OR,97220.0,364900.0,3.0,1.0,ROSEWAY 02,1400.0,6098.0,1924.0,6.0,261.0,0.0,Active,RMLS,18060286,45.558294579016426,-122.56866392098358
1014,MLS Listing,Single Family Residential,Portland,OR,97229.0,364900.0,3.0,2.0,Rock Creek,1188.0,5662.0,1995.0,51.0,307.0,0.0,Active,RMLS,18194730,45.599710479169474,-122.85804662083054
1015,MLS Listing,Mobile/Manufactured Home,Milwaukie,OR,97267.0,364900.0,3.0,2.0,"Milwaukie, Gladstone, Happy Valley, Clckmas, Dmscus, Estacada",1800.0,9583.0,1980.0,9.0,203.0,0.0,Active,RMLS,18553791,45.45986518846244,-122.60170401153756
1016,MLS Listing,Single Family Residential,Portland,OR,97233.0,364950.0,5.0,2.5,Portland Southeast,2425.0,7840.0,1968.0,132.0,150.0,0.0,Active,RMLS,18666634,45.54457106900786,-122.49450603099214
1017,MLS Listing,Single Family Residential,Portland,OR,97220.0,365000.0,3.0,2.0,PARKROSE,1512.0,9147.0,1977.0,27.0,241.0,0.0,Active,RMLS,18297769,45.56111968214891,-122.53745171785108
1018,MLS Listing,Single Family Residential,Portland,OR,97216.0,365000.0,3.0,2.0,Sunny Acres/Mill Park,1246.0,6098.0,1953.0,40.0,293.0,0.0,Active,RMLS,18525609,45.51978749225289,-122.5442886077471
1019,MLS Listing,Single Family Residential,Portland,OR,97230.0,365000.0,3.0,2.5,Portland Northeast,1836.0,9583.0,1971.0,8.0,199.0,0.0,Active,RMLS,18630435,45.54284883852444,-122.49450936147556
1020,MLS Listing,Single Family Residential,Portland,OR,97219.0,365000.0,3.0,2.0,"Portland West, Raleigh Hills",1040.0,10018.0,1972.0,13.0,351.0,0.0,Active,RMLS,18133878,45.44398064767998,-122.74461765232002
1021,MLS Listing,Townhouse,Portland,OR,97223.0,365000.0,3.0,2.5,Garden Home,1776.0,2178.0,1999.0,55.0,206.0,0.0,Active,RMLS,18217727,45.44832407591109,-122.77459792408892
1022,MLS Listing,Condo/Co-op,Portland,OR,97201.0,365000.0,2.0,2.0,GOOSE HOLLOW,897.0,6969.0,1982.0,87.0,407.0,325.0,Active,RMLS,18128466,45.5291310268017,-122.67753397319832
1024,MLS Listing,Single Family Residential,Milwaukie,OR,97222.0,365000.0,3.0,1.5,"Milwaukie, Gladstone, Happy Valley, Clckmas, Dmscus, Estacada",2381.0,6969.0,1962.0,59.0,153.0,0.0,Active,RMLS,18646837,45.48906282983142,-122.58215457016856
1025,MLS Listing,Condo/Co-op,Portland,OR,97209.0,365000.0,1.0,1.0,ALPHABET DISTRICT/NOB HILL,820.0,6969.0,1996.0,23.0,445.0,275.0,Active,RMLS,18338980,45.53088727716966,-122.69092442283036
1026,MLS Listing,Single Family Residential,Portland,OR,97203.0,365000.0,3.0,2.5,Portland North,1291.0,5227.0,2000.0,20.0,283.0,0.0,Active,RMLS,18267592,45.60261821220728,-122.7275898877927
1027,MLS Listing,Condo/Co-op,Portland,OR,97205.0,365000.0,2.0,1.0,Goose Hollow/Kings Hill Condo,1064.0,6969.0,1908.0,57.0,343.0,468.0,Active,RMLS,18179783,45.54495484706536,-122.67332555293464
1028,MLS Listing,Condo/Co-op,Portland,OR,97221.0,365000.0,2.0,2.5,St Georges/Alpenrose Dairy,1781.0,6969.0,2006.0,34.0,205.0,325.0,Active,RMLS,18069312,45.491640956424966,-122.72803794357502
1029,MLS Listing,Single Family Residential,Portland,OR,97203.0,365000.0,2.0,1.0,University Park,1054.0,4356.0,1900.0,6.0,346.0,0.0,Active,RMLS,18316936,45.6136245414148,-122.6864141585852
1030,MLS Listing,Single Family Residential,Portland,OR,97220.0,365000.0,2.0,1.5,MADISON SOUTH,1309.0,10018.0,1961.0,65.0,279.0,0.0,Active,RMLS,18569987,45.551456700817646,-122.56051879918232
1031,MLS Listing,Single Family Residential,Portland,OR,97206.0,367500.0,2.0,1.0,Portland Southeast,1044.0,6098.0,1910.0,20.0,352.0,0.0,Active,RMLS,18205394,45.48037922713299,-122.610238072867
1032,MLS Listing,Single Family Residential,Portland,OR,97219.0,369000.0,2.0,1.0,MAPLEWOOD,1580.0,4791.0,1922.0,73.0,234.0,0.0,Active,RMLS,18376545,45.49998136208268,-122.70444733791732
1033,MLS Listing,Condo/Co-op,Portland,OR,97217.0,369000.0,2.0,2.0,HAYDEN ISLAND / JANTZEN BEACH,1740.0,6969.0,2006.0,8.0,212.0,461.0,Active,RMLS,18242569,45.610974639456,-122.672085460544
1034,MLS Listing,Single Family Residential,Portland,OR,97203.0,369000.0,2.0,1.0,ST JOHNS,1440.0,5227.0,1920.0,15.0,256.0,0.0,Active,RMLS,18295778,45.61249862147184,-122.73972097852814
1035,MLS Listing,Single Family Residential,Portland,OR,97219.0,369000.0,3.0,2.0,"CRESTWOOD, WEST PORTLAND",1120.0,4791.0,1981.0,5.0,329.0,0.0,Active,RMLS,18487960,45.463016843424725,-122.71892785657528
1036,MLS Listing,Single Family Residential,Milwaukie,OR,97267.0,369000.0,3.0,2.0,Jennings Lodge,1437.0,9147.0,1995.0,1.0,257.0,0.0,Active,RMLS,18362812,45.40661795897022,-122.6007800410298
1037,MLS Listing,Single Family Residential,Portland,OR,97266.0,369000.0,3.0,2.0,Lents,1450.0,9583.0,1927.0,1.0,254.0,0.0,Active,RMLS,18588497,45.48803736087404,-122.55365983912596
1038,MLS Listing,Single Family Residential,Portland,OR,97233.0,369000.0,4.0,3.0,MILL PARK,2614.0,10890.0,1953.0,73.0,141.0,0.0,Active,RMLS,18163463,45.51796454065092,-122.53193555934908
1039,MLS Listing,Single Family Residential,Portland,OR,97220.0,369000.0,3.0,2.0,HAZELWOOD,2549.0,8276.0,1955.0,71.0,145.0,0.0,Active,RMLS,18139724,45.52766082685463,-122.54147737314538
1040,MLS Listing,Single Family Residential,Portland,OR,97229.0,369000.0,3.0,2.0,Cedar Mill Park,1374.0,9583.0,1948.0,42.0,269.0,0.0,Active,RMLS,18620358,45.54273456368602,-122.79678763631398
1041,MLS Listing,Single Family Residential,Portland,OR,97206.0,369000.0,4.0,2.0,Portland Southeast,1456.0,5662.0,1954.0,42.0,253.0,0.0,Active,RMLS,18177089,45.465910301874,-122.59318989812604
1042,MLS Listing,Single Family Residential,Portland,OR,97215.0,369000.0,5.0,1.5,MONTAVILLA,1771.0,5227.0,1948.0,91.0,208.0,0.0,Active,RMLS,18565118,45.530405715224745,-122.58017198477523
1043,MLS Listing,Single Family Residential,Milwaukie,OR,97267.0,369000.0,3.0,2.5,"Milwaukie, Gladstone, Happy Valley, Clckmas, Dmscus, Estacada",1572.0,6534.0,1996.0,6.0,235.0,0.0,Active,RMLS,18378084,45.39619467370472,-122.62247322629528
1044,MLS Listing,Condo/Co-op,Portland,OR,97201.0,369000.0,1.0,1.0,Riverplace Condominiums,783.0,6969.0,1986.0,20.0,471.0,486.0,Active,RMLS,18119853,45.51927512369009,-122.66446257630992
1045,MLS Listing,Condo/Co-op,Portland,OR,97239.0,369100.0,2.0,2.0,JOHN'S LANDING,1042.0,6969.0,1980.0,133.0,354.0,521.0,Active,RMLS,18630652,45.48532806201376,-122.67434883798622
1046,MLS Listing,Single Family Residential,Portland,OR,97236.0,369800.0,4.0,2.5,Portland Southeast,2040.0,5227.0,2014.0,57.0,181.0,0.0,Active,RMLS,18216924,45.46228010059121,-122.53661989940878
1047,MLS Listing,Single Family Residential,Portland,OR,97206.0,369900.0,2.0,1.0,Portland Southeast,828.0,4356.0,1924.0,45.0,447.0,0.0,Active,RMLS,18032553,45.51219379781062,-122.5866531021894
1048,MLS Listing,Single Family Residential,Portland,OR,97203.0,369900.0,3.0,2.5,Portland North,1360.0,4356.0,1995.0,260.0,272.0,0.0,Active,RMLS,18470771,45.59305097769115,-122.73392992230887
1049,MLS Listing,Single Family Residential,Tigard,OR,97223.0,369900.0,2.0,1.0,METZGER,1440.0,13939.0,1945.0,114.0,257.0,0.0,Active,RMLS,18296080,45.458195363647576,-122.7524010363524
1050,MLS Listing,Single Family Residential,Portland,OR,97266.0,369900.0,3.0,2.0,Portland Southeast,1402.0,28314.0,1951.0,69.0,264.0,0.0,Active,RMLS,18197715,45.49147570563603,-122.53403999436397
1051,MLS Listing,Single Family Residential,Milwaukie,OR,97267.0,369900.0,3.0,2.5,"Milwaukie, Gladstone, Happy Valley, Clckmas, Dmscus, Estacada",1950.0,3049.0,2003.0,2.0,190.0,28.0,Active,RMLS,18553565,45.425476045265405,-122.5842538547346
1052,MLS Listing,Single Family Residential,Portland,OR,97217.0,369900.0,2.0,1.5,JANTZEN BEACH MOORAGE,1088.0,6969.0,1979.0,34.0,340.0,375.0,Active,RMLS,18279583,45.649710521566064,-122.65323087843392
1053,MLS Listing,Townhouse,Portland,OR,97202.0,369900.0,3.0,2.0,Brooklyn,1465.0,2178.0,1998.0,14.0,252.0,0.0,Active,RMLS,18314137,45.48725055060813,-122.65124134939188
1054,MLS Listing,Single Family Residential,Portland,OR,97218.0,369900.0,3.0,1.0,Portland Northeast,2465.0,27878.0,1930.0,47.0,150.0,0.0,Active,RMLS,18521422,45.58362794894323,-122.58910645105676
1055,MLS Listing,Single Family Residential,Portland,OR,97220.0,369900.0,3.0,2.0,Portland Northeast,1022.0,4791.0,1924.0,1.0,362.0,0.0,Active,RMLS,18190505,45.56212847021703,-122.55567132978298
1056,MLS Listing,Single Family Residential,Milwaukie,OR,97267.0,369900.0,3.0,2.0,Hartnell Estates,1612.0,10018.0,1972.0,54.0,229.0,0.0,Active,RMLS,18538697,45.42924778646131,-122.57209631353868
1057,MLS Listing,Condo/Co-op,Portland,OR,97205.0,369900.0,2.0,2.0,KING'S HILL,959.0,6969.0,1965.0,19.0,386.0,591.0,Active,RMLS,18278189,45.54885743445988,-122.66997786554012
